sku,name,description,price
SKU05013,"Product 5013","Description for product 5013",4.89
SKU05014,"Product 5014","Description for product 5014",74.2
SKU05015,"Product 5015","Description for product 5015",20.2
SKU05016,"Product 5016","Description for product 5016",65.49
SKU05017,"Product 5017","Description for product 5017",69.25
SKU05018,"Product 5018","Description for product 5018",56.09
SKU05019,"Product 5019","Description for product 5019",59.27
SKU05020,"Product 5020","Description for product 5020",97.05
SKU05021,"Product 5021","Description for product 5021",36.65
SKU05022,"Product 5022","Description for product 5022",34.61
SKU05023,"Product 5023","Description for product 5023",53.36
SKU05024,"Product 5024","Description for product 5024",58.6
SKU05025,"Product 5025","Description for product 5025",36.11
SKU05026,"Product 5026","Description for product 5026",96.55
SKU05027,"Product 5027","Description for product 5027",17.17
SKU05028,"Product 5028","Description for product 5028",24.42
SKU05029,"Product 5029","Description for product 5029",17.75
SKU05030,"Product 5030","Description for product 5030",84.35
SKU05031,"Product 5031","Description for product 5031",13
SKU05032,"Product 5032","Description for product 5032",57.06
SKU05033,"Product 5033","Description for product 5033",23.72
SKU05034,"Product 5034","Description for product 5034",84.52
SKU05035,"Product 5035","Description for product 5035",46.32
SKU05036,"Product 5036","Description for product 5036",48.96
SKU05037,"Product 5037","Description for product 5037",26.34
SKU05038,"Product 5038","Description for product 5038",10.25
SKU05039,"Product 5039","Description for product 5039",89.65
SKU05040,"Product 5040","Description for product 5040",15.58
SKU05041,"Product 5041","Description for product 5041",56.12
SKU05042,"Product 5042","Description for product 5042",78.2
SKU05043,"Product 5043","Description for product 5043",41.9
SKU05044,"Product 5044","Description for product 5044",52.08
SKU05045,"Product 5045","Description for product 5045",36.44
SKU05046,"Product 5046","Description for product 5046",10.59
SKU05047,"Product 5047","Description for product 5047",34.83
SKU05048,"Product 5048","Description for product 5048",23.43
SKU05049,"Product 5049","Description for product 5049",11.02
SKU05050,"Product 5050","Description for product 5050",84.68
SKU05051,"Product 5051","Description for product 5051",68.04
SKU05052,"Product 5052","Description for product 5052",37.58
SKU05053,"Product 5053","Description for product 5053",77.25
SKU05054,"Product 5054","Description for product 5054",24.91
SKU05055,"Product 5055","Description for product 5055",94.75
SKU05056,"Product 5056","Description for product 5056",93.62
SKU05057,"Product 5057","Description for product 5057",64.05
SKU05058,"Product 5058","Description for product 5058",48.05
SKU05059,"Product 5059","Description for product 5059",97.56
SKU05060,"Product 5060","Description for product 5060",98.8
SKU05061,"Product 5061","Description for product 5061",22.16
SKU05062,"Product 5062","Description for product 5062",43.51
SKU05063,"Product 5063","Description for product 5063",51.24
SKU05064,"Product 5064","Description for product 5064",69.31
SKU05065,"Product 5065","Description for product 5065",36.38
SKU05066,"Product 5066","Description for product 5066",88.9
SKU05067,"Product 5067","Description for product 5067",54.69
SKU05068,"Product 5068","Description for product 5068",99.84
SKU05069,"Product 5069","Description for product 5069",55.41
SKU05070,"Product 5070","Description for product 5070",28.39
SKU05071,"Product 5071","Description for product 5071",37.09
SKU05072,"Product 5072","Description for product 5072",79.94
SKU05073,"Product 5073","Description for product 5073",57.01
SKU05074,"Product 5074","Description for product 5074",10.1
SKU05075,"Product 5075","Description for product 5075",39.51
SKU05076,"Product 5076","Description for product 5076",1.7
SKU05077,"Product 5077","Description for product 5077",30.44
SKU05078,"Product 5078","Description for product 5078",1.91
SKU05079,"Product 5079","Description for product 5079",74.13
SKU05080,"Product 5080","Description for product 5080",86.88
SKU05081,"Product 5081","Description for product 5081",74.61
SKU05082,"Product 5082","Description for product 5082",84.08
SKU05083,"Product 5083","Description for product 5083",95.58
SKU05084,"Product 5084","Description for product 5084",20.42
SKU05085,"Product 5085","Description for product 5085",9.85
SKU05086,"Product 5086","Description for product 5086",86.03
SKU05087,"Product 5087","Description for product 5087",12.18
SKU05088,"Product 5088","Description for product 5088",75.35
SKU05089,"Product 5089","Description for product 5089",72.97
SKU05090,"Product 5090","Description for product 5090",14.78
SKU05091,"Product 5091","Description for product 5091",99.86
SKU05092,"Product 5092","Description for product 5092",58.6
SKU05093,"Product 5093","Description for product 5093",38.03
SKU05094,"Product 5094","Description for product 5094",47.74
SKU05095,"Product 5095","Description for product 5095",26.6
SKU05096,"Product 5096","Description for product 5096",34.21
SKU05097,"Product 5097","Description for product 5097",79.87
SKU05098,"Product 5098","Description for product 5098",93.23
SKU05099,"Product 5099","Description for product 5099",92.75
SKU05100,"Product 5100","Description for product 5100",54.17
SKU05101,"Product 5101","Description for product 5101",40.66
SKU05102,"Product 5102","Description for product 5102",44.57
SKU05103,"Product 5103","Description for product 5103",5.56
SKU05104,"Product 5104","Description for product 5104",47.89
SKU05105,"Product 5105","Description for product 5105",77.58
SKU05106,"Product 5106","Description for product 5106",58.08
SKU05107,"Product 5107","Description for product 5107",83.24
SKU05108,"Product 5108","Description for product 5108",67.17
SKU05109,"Product 5109","Description for product 5109",25.43
SKU05110,"Product 5110","Description for product 5110",63.63
SKU05111,"Product 5111","Description for product 5111",47.67
SKU05112,"Product 5112","Description for product 5112",18.23
SKU05113,"Product 5113","Description for product 5113",34.38
SKU05114,"Product 5114","Description for product 5114",20.87
SKU05115,"Product 5115","Description for product 5115",45.7
SKU05116,"Product 5116","Description for product 5116",49.82
SKU05117,"Product 5117","Description for product 5117",64.75
SKU05118,"Product 5118","Description for product 5118",74.92
SKU05119,"Product 5119","Description for product 5119",87.31
SKU05120,"Product 5120","Description for product 5120",59.6
SKU05121,"Product 5121","Description for product 5121",4.76
SKU05122,"Product 5122","Description for product 5122",80.12
SKU05123,"Product 5123","Description for product 5123",81.03
SKU05124,"Product 5124","Description for product 5124",85.87
SKU05125,"Product 5125","Description for product 5125",74.66
SKU05126,"Product 5126","Description for product 5126",52.84
SKU05127,"Product 5127","Description for product 5127",27.66
SKU05128,"Product 5128","Description for product 5128",86.18
SKU05129,"Product 5129","Description for product 5129",25.12
SKU05130,"Product 5130","Description for product 5130",46.91
SKU05131,"Product 5131","Description for product 5131",72.41
SKU05132,"Product 5132","Description for product 5132",95.05
SKU05133,"Product 5133","Description for product 5133",68.43
SKU05134,"Product 5134","Description for product 5134",74.6
SKU05135,"Product 5135","Description for product 5135",98.24
SKU05136,"Product 5136","Description for product 5136",73.58
SKU05137,"Product 5137","Description for product 5137",42.28
SKU05138,"Product 5138","Description for product 5138",18.43
SKU05139,"Product 5139","Description for product 5139",9.95
SKU05140,"Product 5140","Description for product 5140",48.68
SKU05141,"Product 5141","Description for product 5141",39.19
SKU05142,"Product 5142","Description for product 5142",72.46
SKU05143,"Product 5143","Description for product 5143",86.58
SKU05144,"Product 5144","Description for product 5144",5.42
SKU05145,"Product 5145","Description for product 5145",41.24
SKU05146,"Product 5146","Description for product 5146",7.04
SKU05147,"Product 5147","Description for product 5147",56.91
SKU05148,"Product 5148","Description for product 5148",33.98
SKU05149,"Product 5149","Description for product 5149",22.51
SKU05150,"Product 5150","Description for product 5150",5.79
SKU05151,"Product 5151","Description for product 5151",99.89
SKU05152,"Product 5152","Description for product 5152",67.01
SKU05153,"Product 5153","Description for product 5153",25.05
SKU05154,"Product 5154","Description for product 5154",82.59
SKU05155,"Product 5155","Description for product 5155",59.92
SKU05156,"Product 5156","Description for product 5156",26.83
SKU05157,"Product 5157","Description for product 5157",11.86
SKU05158,"Product 5158","Description for product 5158",84.7
SKU05159,"Product 5159","Description for product 5159",54.95
SKU05160,"Product 5160","Description for product 5160",11.32
SKU05161,"Product 5161","Description for product 5161",79.86
SKU05162,"Product 5162","Description for product 5162",99.91
SKU05163,"Product 5163","Description for product 5163",95.64
SKU05164,"Product 5164","Description for product 5164",40.68
SKU05165,"Product 5165","Description for product 5165",74.46
SKU05166,"Product 5166","Description for product 5166",71.88
SKU05167,"Product 5167","Description for product 5167",42.06
SKU05168,"Product 5168","Description for product 5168",72.66
SKU05169,"Product 5169","Description for product 5169",66.72
SKU05170,"Product 5170","Description for product 5170",52.79
SKU05171,"Product 5171","Description for product 5171",13.53
SKU05172,"Product 5172","Description for product 5172",24.51
SKU05173,"Product 5173","Description for product 5173",45.12
SKU05174,"Product 5174","Description for product 5174",4.2
SKU05175,"Product 5175","Description for product 5175",69.6
SKU05176,"Product 5176","Description for product 5176",66.89
SKU05177,"Product 5177","Description for product 5177",23.95
SKU05178,"Product 5178","Description for product 5178",28.51
SKU05179,"Product 5179","Description for product 5179",4.81
SKU05180,"Product 5180","Description for product 5180",17.7
SKU05181,"Product 5181","Description for product 5181",28.94
SKU05182,"Product 5182","Description for product 5182",57.65
SKU05183,"Product 5183","Description for product 5183",85.52
SKU05184,"Product 5184","Description for product 5184",67.33
SKU05185,"Product 5185","Description for product 5185",23.46
SKU05186,"Product 5186","Description for product 5186",54.5
SKU05187,"Product 5187","Description for product 5187",55.82
SKU05188,"Product 5188","Description for product 5188",13.54
SKU05189,"Product 5189","Description for product 5189",56.46
SKU05190,"Product 5190","Description for product 5190",2.62
SKU05191,"Product 5191","Description for product 5191",11.13
SKU05192,"Product 5192","Description for product 5192",74.44
SKU05193,"Product 5193","Description for product 5193",8.33
SKU05194,"Product 5194","Description for product 5194",50.72
SKU05195,"Product 5195","Description for product 5195",94.43
SKU05196,"Product 5196","Description for product 5196",65.04
SKU05197,"Product 5197","Description for product 5197",85.53
SKU05198,"Product 5198","Description for product 5198",82.95
SKU05199,"Product 5199","Description for product 5199",26.18
SKU05200,"Product 5200","Description for product 5200",43.71
SKU05201,"Product 5201","Description for product 5201",40.35
SKU05202,"Product 5202","Description for product 5202",26.75
SKU05203,"Product 5203","Description for product 5203",21.85
SKU05204,"Product 5204","Description for product 5204",79.41
SKU05205,"Product 5205","Description for product 5205",31.03
SKU05206,"Product 5206","Description for product 5206",13.87
SKU05207,"Product 5207","Description for product 5207",5.88
SKU05208,"Product 5208","Description for product 5208",90.81
SKU05209,"Product 5209","Description for product 5209",39.12
SKU05210,"Product 5210","Description for product 5210",70.11
SKU05211,"Product 5211","Description for product 5211",62.47
SKU05212,"Product 5212","Description for product 5212",37.55
SKU05213,"Product 5213","Description for product 5213",46.63
SKU05214,"Product 5214","Description for product 5214",67.14
SKU05215,"Product 5215","Description for product 5215",40.36
SKU05216,"Product 5216","Description for product 5216",67.14
SKU05217,"Product 5217","Description for product 5217",83.05
SKU05218,"Product 5218","Description for product 5218",43.1
SKU05219,"Product 5219","Description for product 5219",41.17
SKU05220,"Product 5220","Description for product 5220",4.84
SKU05221,"Product 5221","Description for product 5221",76.22
SKU05222,"Product 5222","Description for product 5222",17.81
SKU05223,"Product 5223","Description for product 5223",56.32
SKU05224,"Product 5224","Description for product 5224",47.65
SKU05225,"Product 5225","Description for product 5225",84.3
SKU05226,"Product 5226","Description for product 5226",58.64
SKU05227,"Product 5227","Description for product 5227",48.83
SKU05228,"Product 5228","Description for product 5228",89.04
SKU05229,"Product 5229","Description for product 5229",81.12
SKU05230,"Product 5230","Description for product 5230",86.09
SKU05231,"Product 5231","Description for product 5231",33.67
SKU05232,"Product 5232","Description for product 5232",15.4
SKU05233,"Product 5233","Description for product 5233",24.63
SKU05234,"Product 5234","Description for product 5234",8.4
SKU05235,"Product 5235","Description for product 5235",98.75
SKU05236,"Product 5236","Description for product 5236",87.8
SKU05237,"Product 5237","Description for product 5237",65.64
SKU05238,"Product 5238","Description for product 5238",96.86
SKU05239,"Product 5239","Description for product 5239",38
SKU05240,"Product 5240","Description for product 5240",76.36
SKU05241,"Product 5241","Description for product 5241",65.54
SKU05242,"Product 5242","Description for product 5242",65.17
SKU05243,"Product 5243","Description for product 5243",3.57
SKU05244,"Product 5244","Description for product 5244",79.28
SKU05245,"Product 5245","Description for product 5245",2.05
SKU05246,"Product 5246","Description for product 5246",38.46
SKU05247,"Product 5247","Description for product 5247",57.97
SKU05248,"Product 5248","Description for product 5248",59.56
SKU05249,"Product 5249","Description for product 5249",81.42
SKU05250,"Product 5250","Description for product 5250",71.98
SKU05251,"Product 5251","Description for product 5251",76.63
SKU05252,"Product 5252","Description for product 5252",12.91
SKU05253,"Product 5253","Description for product 5253",65.89
SKU05254,"Product 5254","Description for product 5254",6.9
SKU05255,"Product 5255","Description for product 5255",30.09
SKU05256,"Product 5256","Description for product 5256",64.26
SKU05257,"Product 5257","Description for product 5257",45.41
SKU05258,"Product 5258","Description for product 5258",22.46
SKU05259,"Product 5259","Description for product 5259",65.5
SKU05260,"Product 5260","Description for product 5260",75.49
SKU05261,"Product 5261","Description for product 5261",55.87
SKU05262,"Product 5262","Description for product 5262",71.25
SKU05263,"Product 5263","Description for product 5263",90.79
SKU05264,"Product 5264","Description for product 5264",32.94
SKU05265,"Product 5265","Description for product 5265",37.8
SKU05266,"Product 5266","Description for product 5266",16.77
SKU05267,"Product 5267","Description for product 5267",89.81
SKU05268,"Product 5268","Description for product 5268",31.77
SKU05269,"Product 5269","Description for product 5269",66.48
SKU05270,"Product 5270","Description for product 5270",98.57
SKU05271,"Product 5271","Description for product 5271",61.17
SKU05272,"Product 5272","Description for product 5272",7.05
SKU05273,"Product 5273","Description for product 5273",3.42
SKU05274,"Product 5274","Description for product 5274",63.59
SKU05275,"Product 5275","Description for product 5275",55.73
SKU05276,"Product 5276","Description for product 5276",95.67
SKU05277,"Product 5277","Description for product 5277",46.06
SKU05278,"Product 5278","Description for product 5278",5.52
SKU05279,"Product 5279","Description for product 5279",25.75
SKU05280,"Product 5280","Description for product 5280",55.4
SKU05281,"Product 5281","Description for product 5281",17.33
SKU05282,"Product 5282","Description for product 5282",9.55
SKU05283,"Product 5283","Description for product 5283",72.2
SKU05284,"Product 5284","Description for product 5284",76.25
SKU05285,"Product 5285","Description for product 5285",57.08
SKU05286,"Product 5286","Description for product 5286",89.01
SKU05287,"Product 5287","Description for product 5287",95.94
SKU05288,"Product 5288","Description for product 5288",25.93
SKU05289,"Product 5289","Description for product 5289",87.9
SKU05290,"Product 5290","Description for product 5290",46.64
SKU05291,"Product 5291","Description for product 5291",79.44
SKU05292,"Product 5292","Description for product 5292",70.55
SKU05293,"Product 5293","Description for product 5293",95.65
SKU05294,"Product 5294","Description for product 5294",89.46
SKU05295,"Product 5295","Description for product 5295",53.16
SKU05296,"Product 5296","Description for product 5296",5.16
SKU05297,"Product 5297","Description for product 5297",95.76
SKU05298,"Product 5298","Description for product 5298",99.69
SKU05299,"Product 5299","Description for product 5299",65.09
SKU05300,"Product 5300","Description for product 5300",82.88
SKU05301,"Product 5301","Description for product 5301",81.06
SKU05302,"Product 5302","Description for product 5302",45.07
SKU05303,"Product 5303","Description for product 5303",71.14
SKU05304,"Product 5304","Description for product 5304",72.19
SKU05305,"Product 5305","Description for product 5305",23.44
SKU05306,"Product 5306","Description for product 5306",82.55
SKU05307,"Product 5307","Description for product 5307",81.88
SKU05308,"Product 5308","Description for product 5308",41.06
SKU05309,"Product 5309","Description for product 5309",53.01
SKU05310,"Product 5310","Description for product 5310",24.9
SKU05311,"Product 5311","Description for product 5311",30.91
SKU05312,"Product 5312","Description for product 5312",17.62
SKU05313,"Product 5313","Description for product 5313",77.18
SKU05314,"Product 5314","Description for product 5314",92.52
SKU05315,"Product 5315","Description for product 5315",43.63
SKU05316,"Product 5316","Description for product 5316",60.03
SKU05317,"Product 5317","Description for product 5317",86.29
SKU05318,"Product 5318","Description for product 5318",36.98
SKU05319,"Product 5319","Description for product 5319",31.9
SKU05320,"Product 5320","Description for product 5320",56.63
SKU05321,"Product 5321","Description for product 5321",37.18
SKU05322,"Product 5322","Description for product 5322",48.1
SKU05323,"Product 5323","Description for product 5323",72.28
SKU05324,"Product 5324","Description for product 5324",19.64
SKU05325,"Product 5325","Description for product 5325",28.12
SKU05326,"Product 5326","Description for product 5326",33.76
SKU05327,"Product 5327","Description for product 5327",72.63
SKU05328,"Product 5328","Description for product 5328",72.91
SKU05329,"Product 5329","Description for product 5329",4.23
SKU05330,"Product 5330","Description for product 5330",59.61
SKU05331,"Product 5331","Description for product 5331",68.38
SKU05332,"Product 5332","Description for product 5332",1.96
SKU05333,"Product 5333","Description for product 5333",81.35
SKU05334,"Product 5334","Description for product 5334",3.38
SKU05335,"Product 5335","Description for product 5335",71.46
SKU05336,"Product 5336","Description for product 5336",61.64
SKU05337,"Product 5337","Description for product 5337",30.19
SKU05338,"Product 5338","Description for product 5338",74.71
SKU05339,"Product 5339","Description for product 5339",73.89
SKU05340,"Product 5340","Description for product 5340",89.4
SKU05341,"Product 5341","Description for product 5341",11.46
SKU05342,"Product 5342","Description for product 5342",44.75
SKU05343,"Product 5343","Description for product 5343",44.67
SKU05344,"Product 5344","Description for product 5344",81.89
SKU05345,"Product 5345","Description for product 5345",96.37
SKU05346,"Product 5346","Description for product 5346",8.77
SKU05347,"Product 5347","Description for product 5347",30.71
SKU05348,"Product 5348","Description for product 5348",61.96
SKU05349,"Product 5349","Description for product 5349",37
SKU05350,"Product 5350","Description for product 5350",25.79
SKU05351,"Product 5351","Description for product 5351",26.87
SKU05352,"Product 5352","Description for product 5352",80.91
SKU05353,"Product 5353","Description for product 5353",98.4
SKU05354,"Product 5354","Description for product 5354",14.9
SKU05355,"Product 5355","Description for product 5355",47.03
SKU05356,"Product 5356","Description for product 5356",21.41
SKU05357,"Product 5357","Description for product 5357",49
SKU05358,"Product 5358","Description for product 5358",27.35
SKU05359,"Product 5359","Description for product 5359",28.99
SKU05360,"Product 5360","Description for product 5360",28.22
SKU05361,"Product 5361","Description for product 5361",85.09
SKU05362,"Product 5362","Description for product 5362",73.59
SKU05363,"Product 5363","Description for product 5363",15.55
SKU05364,"Product 5364","Description for product 5364",94.74
SKU05365,"Product 5365","Description for product 5365",44.27
SKU05366,"Product 5366","Description for product 5366",55.72
SKU05367,"Product 5367","Description for product 5367",50.81
SKU05368,"Product 5368","Description for product 5368",23.25
SKU05369,"Product 5369","Description for product 5369",92.55
SKU05370,"Product 5370","Description for product 5370",68.54
SKU05371,"Product 5371","Description for product 5371",33.34
SKU05372,"Product 5372","Description for product 5372",55.78
SKU05373,"Product 5373","Description for product 5373",61.6
SKU05374,"Product 5374","Description for product 5374",21.93
SKU05375,"Product 5375","Description for product 5375",16.57
SKU05376,"Product 5376","Description for product 5376",29.77
SKU05377,"Product 5377","Description for product 5377",17.64
SKU05378,"Product 5378","Description for product 5378",50.24
SKU05379,"Product 5379","Description for product 5379",6.21
SKU05380,"Product 5380","Description for product 5380",58.57
SKU05381,"Product 5381","Description for product 5381",40.6
SKU05382,"Product 5382","Description for product 5382",72.57
SKU05383,"Product 5383","Description for product 5383",79.11
SKU05384,"Product 5384","Description for product 5384",31.92
SKU05385,"Product 5385","Description for product 5385",22.34
SKU05386,"Product 5386","Description for product 5386",74.72
SKU05387,"Product 5387","Description for product 5387",62.12
SKU05388,"Product 5388","Description for product 5388",98.83
SKU05389,"Product 5389","Description for product 5389",33.78
SKU05390,"Product 5390","Description for product 5390",17.96
SKU05391,"Product 5391","Description for product 5391",1.24
SKU05392,"Product 5392","Description for product 5392",5.43
SKU05393,"Product 5393","Description for product 5393",67.94
SKU05394,"Product 5394","Description for product 5394",52.81
SKU05395,"Product 5395","Description for product 5395",64.55
SKU05396,"Product 5396","Description for product 5396",75.66
SKU05397,"Product 5397","Description for product 5397",3.79
SKU05398,"Product 5398","Description for product 5398",99.01
SKU05399,"Product 5399","Description for product 5399",98.91
SKU05400,"Product 5400","Description for product 5400",17.7
SKU05401,"Product 5401","Description for product 5401",18.58
SKU05402,"Product 5402","Description for product 5402",36.3
SKU05403,"Product 5403","Description for product 5403",13.57
SKU05404,"Product 5404","Description for product 5404",22.38
SKU05405,"Product 5405","Description for product 5405",28.47
SKU05406,"Product 5406","Description for product 5406",15.93
SKU05407,"Product 5407","Description for product 5407",19.89
SKU05408,"Product 5408","Description for product 5408",59.05
SKU05409,"Product 5409","Description for product 5409",73.66
SKU05410,"Product 5410","Description for product 5410",11.48
SKU05411,"Product 5411","Description for product 5411",10.43
SKU05412,"Product 5412","Description for product 5412",23.23
SKU05413,"Product 5413","Description for product 5413",73.05
SKU05414,"Product 5414","Description for product 5414",99.73
SKU05415,"Product 5415","Description for product 5415",87.58
SKU05416,"Product 5416","Description for product 5416",6.98
SKU05417,"Product 5417","Description for product 5417",68.49
SKU05418,"Product 5418","Description for product 5418",33
SKU05419,"Product 5419","Description for product 5419",58.98
SKU05420,"Product 5420","Description for product 5420",76.48
SKU05421,"Product 5421","Description for product 5421",7.64
SKU05422,"Product 5422","Description for product 5422",52.39
SKU05423,"Product 5423","Description for product 5423",57.95
SKU05424,"Product 5424","Description for product 5424",47.42
SKU05425,"Product 5425","Description for product 5425",94.65
SKU05426,"Product 5426","Description for product 5426",7.03
SKU05427,"Product 5427","Description for product 5427",6.06
SKU05428,"Product 5428","Description for product 5428",8.71
SKU05429,"Product 5429","Description for product 5429",74.87
SKU05430,"Product 5430","Description for product 5430",79.41
SKU05431,"Product 5431","Description for product 5431",31.18
SKU05432,"Product 5432","Description for product 5432",30.35
SKU05433,"Product 5433","Description for product 5433",77.86
SKU05434,"Product 5434","Description for product 5434",19.67
SKU05435,"Product 5435","Description for product 5435",13.31
SKU05436,"Product 5436","Description for product 5436",76.28
SKU05437,"Product 5437","Description for product 5437",3.75
SKU05438,"Product 5438","Description for product 5438",93.46
SKU05439,"Product 5439","Description for product 5439",80.92
SKU05440,"Product 5440","Description for product 5440",66.3
SKU05441,"Product 5441","Description for product 5441",19.95
SKU05442,"Product 5442","Description for product 5442",95.91
SKU05443,"Product 5443","Description for product 5443",81.11
SKU05444,"Product 5444","Description for product 5444",93.47
SKU05445,"Product 5445","Description for product 5445",47.18
SKU05446,"Product 5446","Description for product 5446",17.71
SKU05447,"Product 5447","Description for product 5447",43.5
SKU05448,"Product 5448","Description for product 5448",4.11
SKU05449,"Product 5449","Description for product 5449",21.03
SKU05450,"Product 5450","Description for product 5450",72.44
SKU05451,"Product 5451","Description for product 5451",67.92
SKU05452,"Product 5452","Description for product 5452",7.13
SKU05453,"Product 5453","Description for product 5453",26.86
SKU05454,"Product 5454","Description for product 5454",81.36
SKU05455,"Product 5455","Description for product 5455",48.79
SKU05456,"Product 5456","Description for product 5456",30.84
SKU05457,"Product 5457","Description for product 5457",12.54
SKU05458,"Product 5458","Description for product 5458",57.65
SKU05459,"Product 5459","Description for product 5459",42.48
SKU05460,"Product 5460","Description for product 5460",8.67
SKU05461,"Product 5461","Description for product 5461",16.96
SKU05462,"Product 5462","Description for product 5462",19.36
SKU05463,"Product 5463","Description for product 5463",58.04
SKU05464,"Product 5464","Description for product 5464",88.91
SKU05465,"Product 5465","Description for product 5465",50.45
SKU05466,"Product 5466","Description for product 5466",99.45
SKU05467,"Product 5467","Description for product 5467",44.81
SKU05468,"Product 5468","Description for product 5468",14.63
SKU05469,"Product 5469","Description for product 5469",95.89
SKU05470,"Product 5470","Description for product 5470",67.02
SKU05471,"Product 5471","Description for product 5471",29.09
SKU05472,"Product 5472","Description for product 5472",98.55
SKU05473,"Product 5473","Description for product 5473",12.03
SKU05474,"Product 5474","Description for product 5474",6.11
SKU05475,"Product 5475","Description for product 5475",93.2
SKU05476,"Product 5476","Description for product 5476",95.12
SKU05477,"Product 5477","Description for product 5477",47.6
SKU05478,"Product 5478","Description for product 5478",64.14
SKU05479,"Product 5479","Description for product 5479",67.28
SKU05480,"Product 5480","Description for product 5480",17.6
SKU05481,"Product 5481","Description for product 5481",69.64
SKU05482,"Product 5482","Description for product 5482",46.01
SKU05483,"Product 5483","Description for product 5483",20.24
SKU05484,"Product 5484","Description for product 5484",2.14
SKU05485,"Product 5485","Description for product 5485",84.99
SKU05486,"Product 5486","Description for product 5486",73.83
SKU05487,"Product 5487","Description for product 5487",96.06
SKU05488,"Product 5488","Description for product 5488",5.01
SKU05489,"Product 5489","Description for product 5489",58.36
SKU05490,"Product 5490","Description for product 5490",83.06
SKU05491,"Product 5491","Description for product 5491",15.97
SKU05492,"Product 5492","Description for product 5492",71.27
SKU05493,"Product 5493","Description for product 5493",87.32
SKU05494,"Product 5494","Description for product 5494",95.15
SKU05495,"Product 5495","Description for product 5495",49.42
SKU05496,"Product 5496","Description for product 5496",2.6
SKU05497,"Product 5497","Description for product 5497",24.01
SKU05498,"Product 5498","Description for product 5498",87.43
SKU05499,"Product 5499","Description for product 5499",63.47
SKU05500,"Product 5500","Description for product 5500",8.93
SKU05501,"Product 5501","Description for product 5501",18.56
SKU05502,"Product 5502","Description for product 5502",48.76
SKU05503,"Product 5503","Description for product 5503",31.1
SKU05504,"Product 5504","Description for product 5504",39.6
SKU05505,"Product 5505","Description for product 5505",54.73
SKU05506,"Product 5506","Description for product 5506",52.85
SKU05507,"Product 5507","Description for product 5507",25.52
SKU05508,"Product 5508","Description for product 5508",44.22
SKU05509,"Product 5509","Description for product 5509",20.03
SKU05510,"Product 5510","Description for product 5510",35.89
SKU05511,"Product 5511","Description for product 5511",44.64
SKU05512,"Product 5512","Description for product 5512",48.46
SKU05513,"Product 5513","Description for product 5513",78.48
SKU05514,"Product 5514","Description for product 5514",9.93
SKU05515,"Product 5515","Description for product 5515",36.64
SKU05516,"Product 5516","Description for product 5516",86.27
SKU05517,"Product 5517","Description for product 5517",75.79
SKU05518,"Product 5518","Description for product 5518",81.17
SKU05519,"Product 5519","Description for product 5519",12.7
SKU05520,"Product 5520","Description for product 5520",86.85
SKU05521,"Product 5521","Description for product 5521",5.74
SKU05522,"Product 5522","Description for product 5522",16.92
SKU05523,"Product 5523","Description for product 5523",46.88
SKU05524,"Product 5524","Description for product 5524",87.14
SKU05525,"Product 5525","Description for product 5525",26.23
SKU05526,"Product 5526","Description for product 5526",10.6
SKU05527,"Product 5527","Description for product 5527",52.14
SKU05528,"Product 5528","Description for product 5528",51.96
SKU05529,"Product 5529","Description for product 5529",41.25
SKU05530,"Product 5530","Description for product 5530",29.89
SKU05531,"Product 5531","Description for product 5531",71.48
SKU05532,"Product 5532","Description for product 5532",96.08
SKU05533,"Product 5533","Description for product 5533",86.77
SKU05534,"Product 5534","Description for product 5534",26.88
SKU05535,"Product 5535","Description for product 5535",11.7
SKU05536,"Product 5536","Description for product 5536",71.6
SKU05537,"Product 5537","Description for product 5537",93.54
SKU05538,"Product 5538","Description for product 5538",96.78
SKU05539,"Product 5539","Description for product 5539",20.2
SKU05540,"Product 5540","Description for product 5540",44.86
SKU05541,"Product 5541","Description for product 5541",42.13
SKU05542,"Product 5542","Description for product 5542",54.76
SKU05543,"Product 5543","Description for product 5543",92.39
SKU05544,"Product 5544","Description for product 5544",60.42
SKU05545,"Product 5545","Description for product 5545",80.84
SKU05546,"Product 5546","Description for product 5546",23.92
SKU05547,"Product 5547","Description for product 5547",70.2
SKU05548,"Product 5548","Description for product 5548",5.65
SKU05549,"Product 5549","Description for product 5549",99.85
SKU05550,"Product 5550","Description for product 5550",8.27
SKU05551,"Product 5551","Description for product 5551",95.77
SKU05552,"Product 5552","Description for product 5552",32.02
SKU05553,"Product 5553","Description for product 5553",32.45
SKU05554,"Product 5554","Description for product 5554",27.95
SKU05555,"Product 5555","Description for product 5555",93.53
SKU05556,"Product 5556","Description for product 5556",47.54
SKU05557,"Product 5557","Description for product 5557",94.59
SKU05558,"Product 5558","Description for product 5558",97.36
SKU05559,"Product 5559","Description for product 5559",26.08
SKU05560,"Product 5560","Description for product 5560",29.32
SKU05561,"Product 5561","Description for product 5561",5.16
SKU05562,"Product 5562","Description for product 5562",4.61
SKU05563,"Product 5563","Description for product 5563",31.4
SKU05564,"Product 5564","Description for product 5564",89.6
SKU05565,"Product 5565","Description for product 5565",74.25
SKU05566,"Product 5566","Description for product 5566",8.54
SKU05567,"Product 5567","Description for product 5567",46.62
SKU05568,"Product 5568","Description for product 5568",89.79
SKU05569,"Product 5569","Description for product 5569",61.28
SKU05570,"Product 5570","Description for product 5570",52.45
SKU05571,"Product 5571","Description for product 5571",55.72
SKU05572,"Product 5572","Description for product 5572",16.59
